id,object_type,slug,seo_title,seo_description,is_pillar_content,focus_keyword,seo_score,robots,advanced_robots,canonical_url,primary_term,schema_data,social_facebook_thumbnail,social_facebook_title,social_facebook_description,social_twitter_thumbnail,social_twitter_title,social_twitter_description,redirect_to,redirect_type
"44040","post","keep-it-1-10-5","","","no","Keep It","88","","","","mac-cracked-apps","","","","","","","","",""
"44084","post","aiseesoft-mac-video-converter-ultimate-10-0-10","","","no","Aiseesoft Mac Video Converter Ultimate","89","","","","mac-cracked-apps","","","","","","","","",""
"44116","post","bookmacster-2-11-8","","","no","BookMacster","88","","","","","","","","","","","","",""
"44134","post","image2icon-2-14","","","no","Image2Icon","85","","","","","","","","","","","","",""
"44152","post","synkmark-2-11-8","","","no","Synkmark","87","","","","","","","","","","","","",""
"44216","post","transmit-5-7-4-u2b","","","no","Transmit","88","","","","mac-cracked-apps","","","","","","","","",""
"44217","post","transmit-5-7-3","","","no","Transmit","88","","","","mac-cracked-apps","","","","","","","","",""
"44234","post","disk-drill-enterprise-4-3-316","","","no","Disk Drill","89","","","","mac-cracked-apps","","","","","","","","",""
"44253","post","batteries-2-1-1","","","no","Batteries","89","","","","","","","","","","","","",""
"44314","post","cleanmymac-4-8-2","","","no","CleanMyMac","89","","","","mac-cracked-apps","","","","","","","","",""
"44350","post","mitti-1-5-14","","","no","Mitti","90","","","","mac-cracked-apps","","","","","","","","",""
"44452","post","switch-1-1-2","","","no","Switch","85","","","","","","","","","","","","",""
"44579","post","affinity-photo-1-9-4-241","","","no","Affinity Photo","89","","","","","","","","","","","","",""
"44868","post","affinity-publisher-1-9-3","","","no","Affinity Publisher","89","","","","mac-cracked-apps","","","","","","","","",""
"44971","post","things-3-13-11","","","no","Things","88","","","","mac-cracked-apps","","","","","","","","",""
"45009","post","powerphotos-1-9-7","","","no","PowerPhotos","89","","","","mac-cracked-apps","","","","","","","","",""
"45053","post","techsmith-snagit-2021-3-0","","","no","TechSmith Snagit","89","","","","mac-cracked-apps","","","","","","","","",""
"45085","post","feeder-4-1-2","","","no","Feeder","88","","","","mac-cracked-apps","","","","","","","","",""
"45242","post","dato-2-6-1","","","no","Dato","89","","","","","","","","","","","","",""
"45311","post","omnigraffle-pro-7-18-5","","","no","OmniGraffle","89","","","","","","","","","","","","",""
"46045","post","find-any-file-faf-2-3-b13","","","no","Find Any File","88","","","","mac-cracked-apps","","","","","","","","",""
"47061","post","rar-extractor-max-unzip-6-7-0","","","no","RAR Extractor Max","89","","","","mac-cracked-apps","","","","","","","","",""
"52629","post","wifispoof-3-5-5","","","no","WiFiSpoof","88","","","","mac-cracked-apps","","","","","","","","",""
"52674","post","winx-dvd-ripper-6-5-6-20210414","","","no","WinX DVD Ripper","89","","","","mac-cracked-apps","","","","","","","","",""
"52865","post","reallusion-cartoon-animator-4-4-2408-1-pipeline","","","no","Cartoon Animator","84","","","","mac-cracked-apps","","","","","","","","",""
"52909","post","keka-1-2-6","","","no","Keka","88","","","","mac-cracked-apps","","","","","","","","",""
"53318","post","blueharvest-8-0-4","","","no","BlueHarvest","89","","","","mac-cracked-apps","","","","","","","","",""
"53637","post","tayasui-sketches-pro-6","","","no","Tayasui Sketches Pro","85","","","","mac-cracked-apps","","","","","","","","",""
"53657","post","phonerescue-for-ios-4-1-0-20201224","","","no","PhoneRescue for iOS","89","","","","mac-cracked-apps","","","","","","","","",""
"53710","post","imageranger-pro-edition-1-8-1-1742","","","no","ImageRanger Pro","88","","","","mac-cracked-apps","","","","","","","","",""
"61905","post","inklet-2-2-3","","","no","Inklet","88","","","","","","","","","","","","",""
"62241","post","duplicate-photos-fixer-pro-2-20","","","no","Duplicate Photos Fixer Pro","88","","","","mac-cracked-apps","","","","","","","","",""
"63767","post","colibri-2-0","","","no","Colibri","90","","","","mac-cracked-apps","","","","","","","","",""
"12781","post","iconfly-3-10-1","","","no","IconFly","88","","","","mac-cracked-apps","","","","","","","","",""
"13049","post","wirecast-pro-14-1-2","","","no","Wirecast Pro","88","","","","mac-cracked-apps","","","","","","","","",""
"13575","post","apeaksoft-ios-toolkit-1-1-86","","","no","Apeaksoft iOS Toolkit","88","","","","mac-cracked-apps","","","","","","","","",""
"19297","post","tuneskit-spotify-converter-2-1-0-2704","","","no","TunesKit Spotify Converter,cracked,crack","88","","","","mac-cracked-apps","","","","","","","","",""
"19603","post","edgeview-2-920","","","no","EdgeView","88","","","","mac-cracked-apps","","","","","","","","",""
"20910","post","epsviewer-pro-1-4","","","no","EPSViewer Pro","88","","","","mac-cracked-apps","","","","","","","","",""
"25598","post","disk-clean-pro-6-0-0","","","no","Disk Clean Pro","89","","","","mac-cracked-apps","","","","","","","","",""
"32230","post","iconographer-mini-1-2","","","no","Iconographer Mini","82","","","","mac-cracked-apps","","","","","","","","",""
"32324","post","vectric-cut2d-pro-10-51","","","no","Vectric Cut2D Pro","88","","","","mac-cracked-apps","","","","","","","","",""
"32327","post","mczoomon-5-0-2","","","no","mcZoomOn","88","","","","mac-cracked-apps","","","","","","","","",""
"32337","post","videosolo-dvd-copy-1-0-16","","","no","VideoSolo DVD Copy","89","","","","mac-cracked-apps","","","","","","","","",""
"32398","post","audiotunes-1-5-0","","","no","AudioTunes","88","","","","mac-cracked-apps","","","","","","","","",""
"32401","post","smart-dvd-creator-1-4-0","","","no","Smart DVD Creator","89","","","","mac-cracked-apps","","","","","","","","",""
"32406","post","losslesstunes-1-6-0","","","no","LosslessTunes","88","","","","mac-cracked-apps","","","","","","","","",""
"32410","post","firestream-2-0","","","no","FireStream","88","","","","mac-cracked-apps","","","","","","","","",""
"39692","post","enfocus-pitstop-pro-2021-v21-0-1248659","","","no","Enfocus PitStop Pro","84","","","","mac-cracked-apps","","","","","","","","",""
"40695","post","canvas-x-draw-7-0-2","","","no","Canvas X Draw","89","","","","mac-cracked-apps","","","","","","","","",""
"40798","post","scrutiny-10-3-6","","","no","Scrutiny","88","","","","mac-cracked-apps","","","","","","","","",""
"41222","post","on1-photo-raw-2021-5-v15-5-0-10362","","","no","ON1 Photo RAW","89","","","","mac-cracked-apps","","","","","","","","",""
"41278","post","alfred-powerpack-4-3-4-1229","","","no","Alfred","88","","","","mac-cracked-apps","","","","","","","","",""
"41279","post","alfred-powerpack-4-3-4-1228","","","no","Alfred","88","","","","mac-cracked-apps","","","","","","","","",""
"41663","post","live-home-3d-pro-edition-4-0-2","","","no","Live Home 3D Pro","89","","","","","","","","","","","","",""
"42334","post","hides-5-5","","","no","Hides","89","","","","mac-cracked-apps","","","","","","","","",""
"45136","post","tinkertool-system-7-2-cr2","","","no","TinkerTool System","88","","","","mac-cracked-apps","","","","","","","","",""
"45345","post","busycontacts-1-5-2-150203","","","no","BusyContacts","89","","","","mac-cracked-apps","","","","","","","","",""
"45348","post","busycontacts-1-5-2-1-150302","","","no","BusyContacts","89","","","","mac-cracked-apps","","","","","","","","",""
"45373","post","busycal-3-12-6-1-420604","","","no","BusyCal","88","","","","","","","","","","","","",""
"45540","post","pdf-to-worddocument-converter-6-1-5","","","no","PDF to Word","88","","","","mac-cracked-apps","","","","","","","","",""
"45555","post","easy-data-transform-1-15-1","","","no","Easy Data Transform","90","","","","mac-cracked-apps","","","","","","","","",""
"45971","post","silkypix-developer-studio-pro-10-0-12-0","","","no","SILKYPIX Developer Studio Pro","89","","","","mac-cracked-apps","","","","","","","","",""
"45991","post","storyist-4-2-3","","","no","Storyist","90","","","","mac-cracked-apps","","","","","","","","",""
"46007","post","marked-2-6-8","","","no","Marked","85","","","","mac-cracked-apps","","","","","","","","",""
"46044","post","find-any-file-faf-2-3-b14","","","no","Find Any File","88","","","","mac-cracked-apps","","","","","","","","",""
"46105","post","wattagio-1-12-7","","","no","Wattagio","85","","","","mac-cracked-apps","","","","","","","","",""
"46144","post","networker-pro-7-2-4","","","no","NetWorker Pro","88","","","","mac-cracked-apps","","","","","","","","",""
"46219","post","corel-painter-2021-v21-0-0-211","%title%","","no","Corel Painter","88","","","","mac-cracked-apps","","","","","","","","",""
"46337","post","movavi-picverse-1-1-0","","","no","Movavi Picverse","88","","","","mac-cracked-apps","","","","","","","","",""
"46348","post","sqlpro-studio-2021-41","","","no","SQLPro Studio","89","","","","mac-cracked-apps","","","","","","","","",""
"46450","post","grids-for-instagram-7-0-6","","","no","Grids for Instagram","89","","","","mac-cracked-apps","","","","","","","","",""
"46503","post","soulver-3-4-17","","","no","soulver","88","","","","mac-cracked-apps","","","","","","","","",""
"46551","post","itoolab-unlockgo-4-1-0","","","no","iToolab UnlockGo","87","","","","mac-cracked-apps","","","","","","","","",""
"47631","post","goodnotes-5-6-52","","","no","GoodNotes","89","","","","mac-cracked-apps","","","","","","","","",""
"53823","post","algoriddim-djay-pro-ai-3-1-1","","","no","djay Pro","88","","","","mac-cracked-apps","","","","","","","","",""
"53962","post","email-address-extractor-3-5-2","","","no","eMail Address Extractor","88","","","","mac-cracked-apps","","","","","","","","",""
"54025","post","boom-3d-1-3-7","","","no","Boom 3D","89","","","","mac-cracked-apps","","","","","","","","",""
"54062","post","colorwell-7-2-3","","","no","ColorWell","88","","","","mac-cracked-apps","","","","","","","","",""
"54112","post","ia-writer-5-6-8","","","no","iA Writer","84","","","","mac-cracked-apps","","","","","","","","",""
"54170","post","tipard-mac-video-converter-ultimate-9-2-30","","","no","Tipard Mac Video Converter Ultimate","90","","","","","","","","","","","","",""
"54176","post","iridient-developer-3-6","","","no","Iridient Developer","88","","","","","","","","","","","","",""
"65668","post","app-cleaner-uninstaller-pro-7-3","","","no","App Cleaner","89","","","","mac-cracked-apps","","","","","","","","",""
"12900","post","debookee-8-1-1","","","no","Debookee","88","","","","mac-cracked-apps","","","","","","","","",""
"16523","post","cleaner-for-xcode-4-0-5","","","no","Cleaner for Xcode","89","","","","mac-cracked-apps","","","","","","","","",""
"25001","post","ayvyayvy-1-12-1","","","no","AYVY","88","","","","mac-cracked-apps","","","","","","","","",""
"32484","post","cmd-c-1-4-1","","","no","cmd c","88","","","","mac-cracked-apps","","","","","","","","",""
"32488","post","front-and-center-1-2-6","","","no","Front and Center","88","","","","mac-cracked-apps","","","","","","","","",""
"32567","post","tuneskit-audible-converter-2-1-1","","","no","TunesKit Audible Converter","89","","","","mac-cracked-apps","","","","","","","","",""
"39661","post","a-better-finder-rename-​​11-31","","","no","A Better Finder Rename","90","","","","mac-cracked-apps","","","","","","","","",""
"41399","post","permute-3-6-3","","","no","Permute","88","","","","mac-cracked-apps","","","","","","","","",""
"41441","post","downie-4-2-4","","","no","Downie","88","","","","mac-cracked-apps","","","","","","","","",""
"41520","post","icollections-6-8-4-68402","","","no","iCollections","89","","","","mac-cracked-apps","","","","","","","","",""
"41883","post","allavsoft-video-downloader-converter-3-23-5-7787","","","no","Allavsoft Video Downloader Converter","88","","","","mac-cracked-apps","","","","","","","","",""
"42708","post","logic-pro-x-10-6-2","","","no","Logic Pro X","88","","","","mac-cracked-apps","","","","","","","","",""
"42739","post","exhibeo-2-0-6","","","no","Exhibeo","89","","","","mac-cracked-apps","","","","","","","","",""
"43765","post","capture-one-21-pro-v14-2-0-106-beta2","","","no","Capture One","89","","","","mac-cracked-apps","","","","","","","","",""
"44099","post","carbon-copy-cloner-5-1-26","","","no","Carbon Copy Cloner","85","","","","mac-cracked-apps","","","","","","","","",""
"45135","post","tinkertool-system-6-98","","","no","TinkerTool System","88","","","","mac-cracked-apps","","","","","","","","",""
"46662","post","exposure-software-blow-up-3-1-4-383","","","no","Exposure Software Blow Up","89","","","","mac-cracked-apps","","","","","","","","",""
"46685","post","exposure-software-snap-art-4-1-3-375","","","no","Exposure Software Snap Art","89","","","","mac-cracked-apps","","","","","","","","",""
"46713","post","acorn-7-0-3","","","no","Acorn","88","","","","mac-cracked-apps","","","","","","","","",""
"46885","post","eazydraw-10-5-1","","","no","EazyDraw","89","","","","mac-cracked-apps","","","","","","","","",""
"47060","post","rar-extractor-max-unzip-6-8-0","","","no","RAR Extractor Max","89","","","","mac-cracked-apps","","","","","","","","",""
"47105","post","sensei-1-4-4","","","no","Sensei","88","","","","mac-cracked-apps","","","","","","","","",""
"47258","post","mamp-pro-6-3","","","no","MAMP Pro","89","","","","mac-cracked-apps","","","","","","","","",""
"47290","post","weather-guru-2-5-0","","","no","Weather Guru","84","","","","mac-cracked-apps","","","","","","","","",""
"47360","post","smart-disk-image-utilities-2-1-0","","","no","Smart Disk Image Utilities","89","","","","mac-cracked-apps","","","","","","","","",""
"47361","post","smart-disk-image-utilities-2-0-9","","","no","Smart Disk Image Utilities","89","","","","mac-cracked-apps","","","","","","","","",""
"47386","post","outline-3-2103-4","","","no","Outline","85","","","","mac-cracked-apps","","","","","","","","",""
"47411","post","ultracompare-21-00-0-18","","","no","UltraCompare","84","","","","mac-cracked-apps","","","","","","","","",""
"47436","post","unite-4-1-0-1","","","no","Unite","89","","","","mac-cracked-apps","","","","","","","","",""
"48073","post","pulltube-1-6-14","","","no","PullTube","88","","","","mac-cracked-apps","","","","","","","","",""
"48122","post","techsmith-camtasia-2021-0-0","","","no","Camtasia","89","","","","mac-cracked-apps","","","","","","","","",""
"54365","post","djvu-reader-pro-2-5-0","","","no","DjVu Reader Pro","88","","","","mac-cracked-apps","","","","","","","","",""
"67821","post","edgeview-2-918","","","no","EdgeView","88","","","","mac-cracked-apps","","","","","","","","",""
"67842","post","ayvy-1-11-0","","","no","AYVY","88","","","","mac-cracked-apps","","","","","","","","",""
"67879","post","debookee-8-0-2","","","no","Debookee","88","","","","mac-cracked-apps","","","","","","","","",""
"67914","post","diskcatalogmaker-8-3-4","","","no","DiskCatalogMaker","88","","","","mac-cracked-apps","","","","","","","","",""
"68033","post","total-video-converter-pro-dvd-4-7-1","","","no","Total Video Converter Pro","88","","","","mac-cracked-apps","","","","","","","","",""
"68424","post","macdroid-1-3","","","no","MacDroid","88","","","","mac-cracked-apps","","","","","","","","",""
"68714","post","noteburner-netflix-video-downloader-1-2-2","","","no","NoteBurner Netflix Video Downloader","88","","","","mac-cracked-apps","","","","","","","","",""
"68801","post","noteburner-itunes-drm-audio-converter-3-1-1","","","no","NoteBurner iTunes DRM Audio Converter","88","","","","mac-cracked-apps","","","","","","","","",""
"68816","post","macsome-spotify-downloader-2-1-1","","","no","Macsome Spotify Downloader","88","","","","mac-cracked-apps","","","","","","","","",""
"68850","post","tuner-for-youtube-music-5-0","","","no","Tuner for YouTube music","88","","","","mac-cracked-apps","","","","","","","","",""
"68871","post","airflow-3-3","","","no","Airflow","88","","","","mac-cracked-apps","","","","","","","","",""
"68891","post","linguist-2-3","","","no","Linguist","88","","","","mac-cracked-apps","","","","","","","","",""
"69067","post","rss-menu-3-1-4","","","no","RSS Menu","88","","","","mac-cracked-apps","","","","","","","","",""
"69360","post","better-trash-1-6-8","","","no","Better Trash","90","","","","mac-cracked-apps","","","","","","","","",""
"69375","post","mp3tag-1-2-0","","","no","Mp3tag","88","","","","mac-cracked-apps","","","","","","","","",""
"69401","post","pixelmator-3-9-5","","","no","Pixelmator","88","","","","mac-cracked-apps","","","","","","","","",""
"69405","post","pixelmator-3-9-6","","","no","Pixelmator","88","","","","mac-cracked-apps","","","","","","","","",""
"69422","post","separation-studio-2-2-2","","","no","Separation Studio","88","","","","mac-cracked-apps","","","","","","","","",""
"32572","post","radio-silence-3-1","","","no","Radio Silence","88","","","","mac-cracked-apps","","","","","","","","",""
"32575","post","total-video-player-pro-3-1-0","","","no","Total Video Player Pro","88","","","","mac-cracked-apps","","","","","","","","",""
"39815","post","waves-12-complete-29-04-2021","","","no","Waves 12 Complete","86","","","","","","","","","","","","",""
"40675","post","dash-6-0-5","","","no","Dash","88","","","","mac-cracked-apps","","","","","","","","",""
"41095","post","grandtotal-7-0-6-3","","","no","GrandTotal","88","","","","mac-cracked-apps","","","","","","","","",""
"41653","post","live-home-3d-pro-edition-4-0-3","","","no","Live Home 3D Pro","89","","","","","","","","","","","","",""
"42575","post","superduper-3-5-beta1","","","no","SuperDuper","84","","","","mac-cracked-apps","","","","","","","","",""
"42892","post","downcast-2-10-1","","","no","Downcast","85","","","","mac-cracked-apps","","","","","","","","",""
"43689","post","smultron-12-4-2","","","no","Smultron","89","","","","mac-cracked-apps","","","","","","","","",""
"45134","post","tinkertool-system-7-2-build-210429","","","no","TinkerTool System","88","","","","mac-cracked-apps","","","","","","","","",""
"45483","post","pixelmator-pro-2-0-8","","","no","Pixelmator Pro","88","","","","mac-cracked-apps","","","","","","","","",""
"47104","post","sensei-1-4-4-85","","","no","Sensei","88","","","","mac-cracked-apps","","","","","","","","",""
"47484","post","blackmagic-design-davinci-resolve-studio-17-2","","","no","DaVinci Resolve Studio","88","","","","","","","","","","","","",""
"47558","post","dropshare-5-11","","","no","Dropshare","91","","","","mac-cracked-apps","","","","","","","","",""
"47599","post","popclip-2021-4","","","no","PopClip","84","","","","mac-cracked-apps","","","","","","","","",""
"47681","post","twitterrific-5-4-6","","","no","Twitterrific","89","","","","mac-cracked-apps","","","","","","","","",""
"47716","post","omnioutliner-pro-5-8-4","","","no","OmniOutliner","89","","","","mac-cracked-apps","","","","","","","","",""
"47840","post","clicker-for-youtube-1-15","","","no","Clicker for YouTube","89","","","","","","","","","","","","",""
"47841","post","clicker-for-youtube-1-13","","","no","Clicker for YouTube","89","","","","","","","","","","","","",""
"54554","post","elmedia-player-pro-7-15-2281","","","no","Elmedia Player Pro","85","","","","mac-cracked-apps","","","","","","","","",""
"54578","post","pdf-search-10-7","","","no","PDF Search","89","","","","mac-cracked-apps","","","","","","","","",""
"54597","post","gopanel-2-9-1","","","no","goPanel","88","","","","mac-cracked-apps","","","","","","","","",""
"54690","post","direqual-3-6-1","","","no","DirEqual","88","","","","mac-cracked-apps","","","","","","","","",""
"69511","post","lyn-2-0-09","","","no","Lyn","88","","","","mac-cracked-apps","","","","","","","","",""
"69532","post","techtool-pro-14-0-1-build-7103","","","no","TechTool Pro,cracked,crack","90","","","","mac-cracked-apps","","","","","","","","",""
"69624","post","hype-pro-4-1-5","","","no","Hype Pro","89","","","","mac-cracked-apps","","","","","","","","",""
"69642","post","home-inventory-4-5-0","","","no","Home Inventory","88","","","","mac-cracked-apps","","","","","","","","",""
"69745","post","sweet-home-3d-6-5-1","","","no","Sweet Home 3D","89","","","","mac-cracked-apps","","","","","","","","",""
"69801","post","transfer-2-0","","","no","Transfer","88","","","","mac-cracked-apps","","","","","","","","",""
"69849","post","picturecode-photo-ninja-1-4-0c-pre-releasee","","","no","Photo Ninja","88","","","","mac-cracked-apps","","","","","","","","",""
"69925","post","expandrive-2021-7-1","","","no","ExpanDrive","88","","","","mac-cracked-apps","","","","","","","","",""
"69968","post","network-battery-12-2-9","","","no","Network","88","","","","mac-cracked-apps","","","","","","","","",""
"70106","post","ishowu-studio-2-3-3","","","no","iShowU Studio","88","","","","mac-cracked-apps","","","","","","","","",""
"70134","post","leaf-5-2-1","","","no","Leaf","88","","","","mac-cracked-apps","","","","","","","","",""
"70243","post","logoist-4-2","","","no","Logoist","88","","","","mac-cracked-apps","","","","","","","","",""
"70331","post","navicat-premium-15-0-26","","","no","Navicat Premium","88","","","","mac-cracked-apps","","","","","","","","",""
"70354","post","red-giant-universe-3-3-3","","","no","Red Giant Universe","88","","","","mac-cracked-apps","","","","","","","","",""
"70365","post","mic-drop-1-3-4","","","no","Mic Drop","89","","","","mac-cracked-apps","","","","","","","","",""
"70474","post","cisdem-duplicate-finder-5-9-0","","","no","Cisdem Duplicate Finder","88","","","","mac-cracked-apps","","","","","","","","",""
"70581","post","fireplace-live-hd-screensaver-4-3-0","","","no","Fireplace Live","88","","","","mac-cracked-apps","","","","","","","","",""
"70723","post","stacks-rapidweaver-plugin-4-2-0","","","no","Stacks","88","","","","mac-cracked-apps","","","","","","","","",""
"70776","post","iconjar-2-7-3-46884","","","no","IconJar","88","","","","mac-cracked-apps","","","","","","","","",""
"70806","post","master-of-typing-3-practice-3-12-1","","","no","Master of Typing","90","","","","mac-cracked-apps","","","","","","","","",""
"70895","post","notebooks-2-4-1","","","no","Notebooks","88","","","","mac-cracked-apps","","","","","","","","",""
"70980","post","disk-expert-pro-3-6-3","","","no","Disk Expert","89","","","","mac-cracked-apps","","","","","","","","",""
"71007","post","duplicate-file-finder-pro-6-14-1","","","no","Duplicate File Finder Pro","88","","","","mac-cracked-apps","","","","","","","","",""
"71037","post","phonerescue-for-ios-4-1-0-20210419","","","no","PhoneRescue for iOS","87","","","","mac-cracked-apps","","","","","","","","",""
"71070","post","exifeditor-1-2-3","","","no","ExifEditor","88","","","","mac-cracked-apps","","","","","","","","",""
"71154","post","chronicle-pro-9-8-0","","","no","Chronicle Pro","88","","","","mac-cracked-apps","","","","","","","","",""
"71570","post","big-sur-cache-cleaner-16-1-2","","","no","Big Sur Cache Cleaner","90","","","","mac-cracked-apps","","","","","","","","",""
"13398","post","retrobatch-1-4-4","","","no","Retrobatch","88","","","","mac-cracked-apps","","","","","","","","",""
"20049","post","circular-studio-2-5","","","no","Circular Studio","88","","","","mac-cracked-apps","","","","","","","","",""
"25936","post","diskcatalogmaker-8-3-5","","","no","DiskCatalogMaker","88","","","","mac-cracked-apps","","","","","","","","",""
"32481","post","razorsql-9-4-1","","","no","RazorSQL","90","","","","mac-cracked-apps","","","","","","","","",""
"32626","post","automounter-1-7-1","","","no","AutoMounter","88","","","","mac-cracked-apps","","","","","","","","",""
"39675","post","a-better-finder-rename-11-27","","","no","A Better Finder Rename","90","","","","mac-cracked-apps","","","","","","","","",""
"40198","post","mediahuman-youtube-downloader-3-9-9-55-0105","","","no","MediaHuman YouTube Downloader","89","","","","mac-cracked-apps","","","","","","","","",""
"40621","post","sublime-text-4-dev-build-4103","","","no","Sublime Text","89","","","","","","","","","","","","",""
"41094","post","grandtotal-7-0-6-5","","","no","GrandTotal","88","","","","mac-cracked-apps","","","","","","","","",""
"42917","post","airfoil-5-10-3","","","no","Airfoil","88","","","","mac-cracked-apps","","","","","","","","",""
"45943","post","photosweeper-x-4-0-0","","","no","PhotoSweeper X","89","","","","mac-cracked-apps","","","","","","","","",""
"47103","post","sensei-1-4-5-86","","","no","Sensei","88","","","","mac-cracked-apps","","","","","","","","",""
"47943","post","magic-battery-5-2-6","","","no","Magic Battery","90","","","","mac-cracked-apps","","","","","","","","",""
"48072","post","pulltube-1-6-15","","","no","PullTube","88","","","","mac-cracked-apps","","","","","","","","",""
"48121","post","techsmith-camtasia-2021-0-1","","","no","Camtasia","89","","","","mac-cracked-apps","","","","","","","","",""
"48152","post","sound-control-2-6-1","","","no","Sound Control","84","","","","mac-cracked-apps","","","","","","","","",""
"48153","post","sound-control-2-6-0","","","no","Sound Control","84","","","","mac-cracked-apps","","","","","","","","",""
"52908","post","keka-1-2-7","","","no","Keka","88","","","","mac-cracked-apps","","","","","","","","",""
"54758","post","mac-dvdripper-pro-9-1","","","no","Mac DVDRipper Pro","84","","","","mac-cracked-apps","","","","","","","","",""
"54848","post","paste-queue-1-4-1","","","no","Paste Queue","85","","","","mac-cracked-apps","","","","","","","","",""
"54912","post","audkit-aax-converter-1-1-0","","","no","AudKit AAX Converter","85","","","","mac-cracked-apps","","","","","","","","",""
"54918","post","audkit-spotify-music-converter-1-3-0","","","no","AudKit Spotify Music Converter","89","","","","mac-cracked-apps","","","","","","","","",""
"55045","post","marsedit-4-4-12","","","no","MarsEdit","89","","","","mac-cracked-apps","","","","","","","","",""
"55077","post","elmedia-video-player-pro-7-17","","","no","Elmedia Video Player Pro","88","","","","mac-cracked-apps","","","","","","","","",""
"55114","post","adobe-zii-2021-v6-1-1","","","no","Adobe Zii","89","","","","mac-cracked-apps","","","","","","","","",""
"55115","post","adobe-zii-2021-v6-1-0","","","no","Adobe Zii","89","","","","mac-cracked-apps","","","","","","","","",""
"71989","post","maccleaner-pro-2-6-1","","","no","MacCleaner PRO","88","","","","mac-cracked-apps","","","","","","","","",""
"72065","post","zgallery-image-viewer-4-48","","","no","zGallery","88","","","","mac-cracked-apps","","","","","","","","",""
"72166","post","moment-1-2-1","","","no","Moment","88","","","","mac-cracked-apps","","","","","","","","",""
"72186","post","vmware-installbuilder-enterprise-21-3-0","","","no","VMware InstallBuilder Enterprise","88","","","","mac-cracked-apps","","","","","","","","",""
"72207","post","swinsian-2-3-3","","","no","Swinsian","88","","","","mac-cracked-apps","","","","","","","","",""
"72225","post","desktop-curtain-3-1-2","","","no","Desktop Curtain","88","","","","mac-cracked-apps","","","","","","","","",""
"72233","post","text-scanner-pdf-document-1-4-1","","","no","Text Scanner","89","","","","mac-cracked-apps","","","","","","","","",""
"72234","post","text-scanner-pdf-document-1-3-8","","","no","Text Scanner","89","","","","mac-cracked-apps","","","","","","","","",""
"72248","post","library-monkey-pro-3-1-1","","","no","Library Monkey Pro","88","","","","mac-cracked-apps","","","","","","","","",""
"72261","post","sound-grinder-pro-3-1-1","","","no","Sound Grinder Pro","88","","","","mac-cracked-apps","","","","","","","","",""
"72311","post","pcdj-dex-3-16-0-1","","","no","PCDJ DEX","88","","","","mac-cracked-apps","","","","","","","","",""
"72330","post","nch-prism-plus-7-10","","","no","NCH Prism Plus","88","","","","mac-cracked-apps","","","","","","","","",""
"72340","post","crescendo-masters-6-15","","","no","Crescendo Masters","89","","","","mac-cracked-apps","","","","","","","","",""
"72342","post","crescendo-masters-6-02","","","no","Crescendo Masters","89","","","","mac-cracked-apps","","","","","","","","",""
"72351","post","debut-professional-7-28","","","no","Debut Professional","89","","","","mac-cracked-apps","","","","","","","","",""
"72389","post","eon-timer-2-8-9","","","no","Eon","88","","","","mac-cracked-apps","","","","","","","","",""
"72471","post","dcommander-3-8-9","","","no","DCommander","88","","","","mac-cracked-apps","","","","","","","","",""
"72591","post","itoolab-fixgo-2-1-2","","","no","iToolab FixGo","88","","","","mac-cracked-apps","","","","","","","","",""
"72867","post","duplicate-photos-fixer-pro-3-0-2","","","no","Duplicate Photos Fixer Pro","88","","","","mac-cracked-apps","","","","","","","","",""
"72880","post","dearmob-iphone-manager-5-2","","","no","DearMob","88","","","","mac-cracked-apps","","","","","","","","",""
"72912","post","irvue-2-7-10","","","no","Irvue","88","","","","mac-cracked-apps","","","","","","","","",""
"72925","post","little-big-workshop-2-0-13869","","","no","Little Big Workshop","90","","","","mac-cracked-games","","","","","","","","",""
"72953","post","devonthink-pro-office-server-3-7","","","no","DEVONthink","88","","","","mac-cracked-apps","","","","","","","","",""
"72992","post","colorfolder-1-0-8","","","no","ColorFolder","82","","","","mac-cracked-apps","","","","","","","","",""
"12696","post","tetraface-inc-metasequoia-4-7-7a","","","no","Tetraface Inc Metasequoia","88","","","","mac-cracked-apps","","","","","","","","",""
"14125","post","references-design-2-4-1","","","no","References Design","88","","","","mac-cracked-apps","","","","","","","","",""
"17586","post","multidock-1-44","","","no","MultiDock","88","","","","mac-cracked-apps","","","","","","","","",""
"22984","post","isotropix-clarisse-ifx-5-0","","","no","Isotropix Clarisse iFX","90","","","","mac-cracked-apps","","","","","","","","",""
"32682","post","word-counter-pro-3-1","","","no","Word Counter Pro","88","","","","mac-cracked-apps","","","","","","","","",""
"32703","post","windowswitcher-1-42","","","no","WindowSwitcher","88","","","","mac-cracked-apps","","","","","","","","",""
"32708","post","maxsnap-1-74","","","no","MaxSnap","88","","","","mac-cracked-apps","","","","","","","","",""
"32713","post","deskcover-pro-1-8","","","no","DeskCover Pro","88","","","","mac-cracked-apps","","","","","","","","",""
"32827","post","dockview-1-2","","","no","DockView","88","","","","mac-cracked-apps","","","","","","","","",""
"39660","post","a-better-finder-rename-​​11-32","","","no","A Better Finder Rename","90","","","","mac-cracked-apps","","","","","","","","",""
"39728","post","sketch-72","","","no","Sketch","88","","","","mac-cracked-apps","","","","","","","","",""
